income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
72421,65,8,23,0,1
36510,84,10,36,0,6
35396,70,32,12,0,3
69230,63,31,13,0,1
28054,195,1,63,1,1
25866,109,20,56,0,1
23675,117,4,31,0,7
0,71,22,45,0,1
0,66,6,71,2,1
0,68,16,81,0,6
28142,105,18,50,0,1
23706,68,1,56,1,2
0,131,0,80,0,1
0,85,34,31,0,3
83527,64,19,27,1,3
26876,76,17,72,0,8
55099,122,33,86,0,3
71661,65,7,92,0,4
18047,242,5,50,0,2
90893,70,8,82,0,1
90016,102,28,34,4,2
81285,81,18,2,2,1
96950,115,20,74,0,2
24814,69,31,48,0,2
0,90,14,16,3,2
0,61,17,14,1,1
52572,113,30,22,0,3
0,85,27,29,0,1
41701,68,16,74,0,2
0,104,26,66,0,2
0,80,7,77,0,2
34179,107,15,26,0,2
27681,83,13,62,0,9
0,73,34,2,0,4
0,70,19,66,1,2
78494,69,21,53,0,2
0,66,18,95,2,1
56044,182,27,32,0,2
37937,116,11,42,0,5
77853,106,12,76,0,1
72608,82,26,19,3,8
36568,128,28,34,0,6
0,110,17,58,2,3
59578,98,1,50,1,1
26032,109,18,25,0,3
39618,68,0,55,0,1
0,65,8,47,0,1
59438,124,33,55,0,1
0,112,12,93,0,3
0,87,2,55,0,1
89451,63,11,2,0,1
44695,91,26,88,0,2
24581,101,2,86,0,2
0,73,27,95,1,6
72334,129,26,66,3,6
19831,83,8,88,0,7
40361,98,3,98,0,1
74656,111,0,6,0,2
25358,126,1,13,0,2
35461,95,26,57,1,1
59047,76,2,73,3,2
62409,89,16,50,0,2
93272,95,3,54,0,1
0,135,18,48,0,4
20166,83,19,28,0,1
0,74,13,68,0,1
29735,69,3,92,0,1
0,64,1,63,0,2
97460,114,20,62,0,2
57564,63,5,48,1,1
33232,94,21,81,0,2
11854,113,19,64,0,2
23843,79,1,42,0,5
17961,181,28,51,0,3
0,64,17,84,0,3
54695,103,6,94,0,5
85632,82,23,4,0,1
0,139,5,56,0,2
0,76,11,14,4,3
39895,160,32,45,0,2
95815,82,6,95,0,3
37224,74,8,23,0,2
0,122,2,73,0,5
94652,86,18,88,0,3
28582,112,27,24,0,2
91123,138,32,70,3,8
85942,116,16,36,2,5
64321,253,4,75,0,2
77025,64,18,44,2,3
16997,65,35,62,3,1
52408,125,13,12,0,9
0,116,7,73,1,7
37573,112,3,21,3,3
45893,97,3,75,0,2
0,96,31,34,0,1
29385,88,18,8,2,1
21509,81,24,24,1,2
68144,70,29,98,4,2
31093,63,3,78,0,3
24350,73,6,89,3,1
32823,100,1,36,0,8
44843,105,14,34,0,3
59364,67,25,56,0,5
39101,99,34,24,0,1
0,90,2,46,1,3
27604,92,20,45,1,9
91603,64,18,37,5,8
59828,104,25,49,0,8
33247,72,26,47,0,1
45867,126,31,12,0,1
54827,64,17,88,0,3
0,64,12,56,3,1
47170,139,4,57,0,3
21947,83,17,66,0,1
39018,117,11,94,0,2
20252,71,0,64,0,3
0,88,29,81,0,1
48602,70,30,46,0,5
97849,62,32,45,0,2
41479,94,14,38,1,1
69746,74,17,91,0,1
96748,96,13,68,0,9
25074,112,17,8,0,2
66463,68,28,80,0,1
34865,69,15,16,0,1
37399,116,30,22,0,3
21070,195,6,47,0,2
31562,66,9,5,4,7
54684,71,28,49,2,3
37388,117,30,21,0,5
84981,96,6,96,0,1
24046,116,27,47,0,1
20993,133,35,90,0,1
48029,116,9,79,0,7
16233,197,17,68,0,1
30718,67,26,49,1,1
60277,65,32,19,0,7
0,107,6,63,0,8
31911,68,13,65,0,1
61402,62,1,69,0,3
34335,101,18,55,0,3
71467,86,5,34,0,2
0,74,25,60,0,9
36168,90,16,14,0,1
58357,137,27,76,2,1
29692,77,3,53,0,2
29215,67,7,15,0,2
0,61,14,4,0,3
26841,74,33,17,1,1
34837,139,4,2,1,4
33068,61,6,77,1,6
44820,133,12,62,3,1
49564,193,22,82,0,2
19581,61,32,27,0,1
0,74,33,24,0,2
23129,70,10,74,0,2
0,138,23,93,0,3
25411,86,8,73,0,8
28513,100,4,22,1,2
69346,63,27,42,1,2
74835,133,14,89,0,7
43282,72,3,3,0,3
11276,91,22,10,1,2
0,62,11,52,2,1
10037,71,14,29,0,3
21986,63,1,9,0,1
85609,136,22,17,0,1
86347,130,17,93,0,2
20368,72,30,36,0,1
25778,68,29,34,0,3
43860,65,15,58,0,1
93303,65,11,96,0,5
67467,61,4,22,0,9
30598,106,13,21,0,1
55350,67,0,13,0,9
11432,119,11,9,0,2
27093,61,10,19,0,1
0,108,32,95,0,1
0,197,3,85,0,9
38961,62,5,19,0,1
51840,94,10,75,0,2
79181,72,1,24,0,1
14072,71,13,3,0,2
56225,97,10,95,0,3
14909,199,31,95,0,6
26876,76,17,72,0,8
68401,88,14,14,0,1
29730,72,1,76,0,3
35577,130,1,6,0,1
41958,66,15,49,1,1
77915,115,4,61,0,2
15514,74,20,24,0,1
29505,284,2,70,0,1
31356,68,25,13,0,2
31456,199,5,61,0,1
95284,69,6,35,0,4
0,98,7,24,0,9
62864,104,20,14,0,1
22842,65,20,53,0,9
67186,66,22,20,0,2
0,87,14,67,0,3
68946,71,15,31,0,8
56680,100,9,78,2,3
18866,126,4,62,0,1
82875,70,5,20,0,1
0,109,25,61,2,1
84863,138,28,40,0,1
0,127,24,58,0,1
54753,61,5,99,0,1
76381,116,23,33,0,4
59523,78,0,62,1,8
56017,71,1,98,0,6
14306,74,31,22,3,7
21359,101,25,5,0,1
86101,102,4,73,0,1
25998,71,16,38,0,2
64341,61,4,81,0,1
36060,165,27,55,0,1
61894,67,22,38,0,4
26721,65,18,64,3,2
59940,94,17,9,0,3
45971,138,15,91,0,1
80055,100,30,83,0,1
58345,98,1,6,0,6
0,71,33,48,3,7
76549,132,3,5,0,3
36212,73,25,57,0,2
0,131,18,41,0,3
73597,114,5,8,5,2
63762,99,13,55,0,4
32787,86,3,86,0,7
94962,67,10,48,4,1
0,256,30,32,0,1
73809,125,5,57,0,1
13037,124,28,49,0,1
0,88,5,85,0,1
75272,103,22,10,0,1
39278,66,29,45,0,1
36913,62,22,37,0,9
0,74,19,11,1,3
13528,86,21,35,0,3
0,137,17,5,0,1
0,65,3,95,1,1
0,72,32,14,0,1
12617,108,5,43,0,8
42754,65,5,56,4,2
0,155,23,62,0,5
76157,116,15,80,0,1
0,66,19,29,0,8
58958,231,31,74,0,2
0,107,5,8,0,3
0,98,0,57,0,2
34430,65,6,15,0,2
13411,127,27,81,0,7
73758,74,24,87,0,7
0,116,34,82,2,1
17130,198,1,58,0,2
0,92,30,64,3,9
0,134,15,92,1,8
10517,92,14,65,0,3
58842,110,6,74,0,1
22355,71,27,9,3,2
0,223,26,40,5,7
21137,61,29,62,1,6
0,99,16,65,2,3
78255,95,14,88,0,2
35625,65,10,56,1,3
87957,61,31,63,0,2
25915,64,13,62,0,7
62464,109,23,45,0,4
0,131,34,61,0,9
49529,78,4,78,0,3
23376,78,19,18,0,1
0,81,21,78,0,1
67952,71,16,0,0,1
25251,66,13,43,0,2
20497,65,17,94,0,2
68420,104,5,27,1,2
24711,122,31,93,0,1
76530,119,35,9,4,2
98333,99,16,69,1,1
0,139,5,56,0,2
0,106,25,47,1,1
0,153,25,5,0,1
0,74,18,29,0,8
24695,82,0,88,0,1
26287,111,6,11,0,8
83846,74,22,94,3,2
76081,68,14,3,0,2
14957,66,24,68,0,8
41727,117,18,84,1,2
89092,68,31,30,2,3
53986,70,22,37,1,2
49853,109,17,47,0,1
36670,189,30,44,0,3
43626,67,9,80,0,1
0,70,6,18,0,1
76505,65,32,89,0,2
66216,103,34,58,0,2
52497,63,22,46,0,2
20090,109,10,59,0,2
0,185,7,47,2,2
37751,93,15,42,0,3
54840,72,18,59,3,2
31986,111,13,83,0,6
22166,126,10,22,0,6
0,208,22,92,0,3
0,130,7,31,0,2
83838,65,1,74,0,1
46061,65,23,95,0,3
50825,102,3,46,0,3
14030,72,11,3,0,1
20282,79,19,8,3,6
50146,116,6,44,1,1
0,121,27,58,0,2
20472,139,34,61,0,1
85751,93,6,3,0,1
76912,116,0,55,2,2
96335,97,7,43,0,1
29633,196,26,57,0,1
80540,63,27,74,0,2
14465,135,30,50,1,1
0,66,35,75,0,4
29899,66,21,31,0,3
0,136,28,87,0,1
71391,67,29,39,0,2
57449,103,6,28,0,2
14209,62,34,36,0,2
47824,129,8,56,3,1
48696,66,21,31,0,6
79189,71,11,79,0,1
0,116,0,8,2,8
23870,91,4,92,0,1
0,73,9,94,0,2
41059,64,6,12,0,1
19447,89,6,6,0,1
94392,65,3,89,1,8
23203,132,21,71,0,2
38157,61,2,39,0,4
0,126,12,4,0,2
99761,63,0,73,0,3
98350,101,14,35,3,3
25318,63,4,8,2,2
51721,139,18,98,0,1
0,114,35,9,0,1
0,78,7,65,3,6
68321,66,31,44,0,1
69161,129,24,50,0,2
72667,80,2,58,0,9
62082,72,15,57,0,2
0,87,15,26,0,2
36551,107,12,25,0,2
70524,73,18,5,0,4
60477,65,12,38,0,1
0,96,31,34,0,1
40376,69,16,46,0,8
72608,82,26,19,3,8
46587,119,34,74,2,2
34398,61,10,18,1,2
70432,61,16,49,3,4
79655,296,12,17,0,9
0,98,3,70,0,8
73457,133,0,29,1,2
0,82,7,77,0,7
23059,66,22,55,0,3
0,66,5,46,0,2
51643,283,16,43,0,1
72531,109,35,20,1,1
87840,118,22,42,1,3
57563,66,7,61,0,1
0,72,16,48,2,1
31278,92,24,95,4,1
0,72,1,73,0,6
47122,62,6,77,0,1
0,77,17,54,0,9
60260,66,14,84,0,3
0,125,8,61,0,3
12677,101,21,18,0,9
28564,76,17,44,0,1
41341,99,4,64,0,1
44246,122,1,18,3,2
0,71,0,26,0,9
70610,99,2,11,0,3
34831,124,4,34,0,3
30374,99,1,50,0,9
50825,102,3,46,0,3
80727,68,15,43,0,4
71269,80,28,85,0,2
45794,74,3,38,0,5
99874,119,7,42,0,1
76731,64,2,68,0,1
73019,112,21,40,0,1
19112,62,30,32,0,1
58414,210,7,24,2,1
0,70,35,74,0,1
66676,97,0,40,0,1
69011,70,3,52,0,2
0,85,7,6,0,2
0,71,31,70,0,3
0,126,19,39,0,1
0,112,13,13,0,1
31385,69,31,5,0,1
68261,102,11,81,0,4
92324,119,5,46,2,1
0,136,31,75,4,3
20983,97,10,52,1,2
68004,72,6,14,0,3
63471,67,0,71,0,1
27369,77,13,40,0,1
36839,61,22,93,0,3
0,65,19,54,2,1
26149,157,2,17,0,7
52440,109,27,58,0,3
24571,109,21,22,0,2
0,90,14,36,0,1
60244,83,3,72,3,1
0,72,0,45,0,4
51643,283,16,43,0,1
17157,123,33,15,0,2
0,73,17,44,0,7
17308,82,10,86,0,1
0,118,18,9,0,3
72302,66,6,27,0,1
34990,65,23,73,0,1
0,107,21,65,0,1
0,87,23,73,1,5
0,81,22,26,0,1
0,61,18,96,0,1
33760,102,24,11,0,2
0,90,3,76,0,7
70328,84,11,32,0,6
0,99,35,15,0,1
0,63,21,40,0,2
60021,99,12,28,0,1
31991,81,15,22,3,2
20169,112,35,81,1,3
0,64,29,72,0,6
20178,69,26,52,2,6
78189,103,10,10,0,5
0,244,10,99,0,1
0,72,4,61,1,4
95697,107,29,29,0,9
0,70,24,10,0,1
0,70,20,44,0,1
64559,62,31,90,0,2
58149,61,5,90,0,2
0,124,23,30,0,7
70911,63,20,13,3,1
78337,62,2,88,2,2
50397,70,34,77,0,1
51199,74,19,52,0,1
46928,102,31,15,1,1
23879,107,13,57,0,3
79487,114,20,87,0,1
0,106,7,39,0,6
82477,90,1,69,0,1
21514,62,0,59,0,2
57231,65,35,37,0,1
0,69,31,76,4,3
84598,89,8,7,2,1
48895,68,16,27,0,7
84493,92,29,19,0,1
37277,109,24,27,1,9
0,71,6,46,0,1
14906,66,31,0,0,1
14710,112,25,86,0,2
20656,130,15,5,0,2
0,194,13,83,0,3
0,64,33,98,0,1
57777,61,21,11,1,2
80409,74,28,72,0,2
73168,70,21,50,0,3
0,64,28,43,0,7
32437,69,25,96,0,1
94903,94,3,38,0,1
82534,118,15,56,0,1
0,121,2,18,0,1
46587,119,34,74,2,2
32245,124,4,58,0,8
39886,64,34,59,1,2
79157,61,25,45,0,2
0,62,13,8,0,5
0,102,28,11,0,1
0,74,22,50,0,3
0,119,33,58,1,3
0,64,0,60,3,4
25860,72,12,46,0,1
77882,79,17,36,0,1
24164,137,2,40,0,5
0,70,29,30,0,1
66169,96,35,30,1,1
82664,114,24,10,3,9
23638,102,32,62,0,2
26436,83,0,10,0,5
0,78,23,93,1,1
13154,102,0,42,0,4
24173,70,16,96,0,1
26689,64,34,23,0,1
31357,63,2,88,0,1
40417,71,34,4,1,8
0,63,30,6,1,1
93872,64,23,6,0,6
29853,69,8,36,0,6
88049,92,5,38,0,8
29111,63,3,65,0,5
37282,79,1,49,0,2
0,62,32,45,0,1
0,133,4,58,0,8
58248,80,17,1,0,1
0,89,25,39,1,7
26367,139,7,26,0,3
89586,63,28,40,1,2
86642,87,14,12,0,9
24959,89,19,13,0,1
27279,137,30,77,0,5
57117,67,6,29,0,1
64600,86,22,30,0,3
42218,180,15,38,3,2
32869,85,4,49,0,2
26047,64,19,39,1,1
20090,109,10,59,0,2
11904,61,34,11,2,3
0,106,34,39,0,1
49467,65,1,96,0,1
55705,113,8,58,0,2
83560,113,5,76,1,2
50825,102,3,46,0,3
82108,67,17,63,0,1
85721,65,12,45,0,5
59597,69,6,59,0,2
0,79,21,53,1,7
0,73,8,34,0,1
64125,108,3,44,0,3
22319,63,3,41,1,1
94304,71,31,41,0,1
17193,66,4,3,0,1
37800,112,0,77,0,1
96269,118,2,52,0,8
28432,118,1,59,0,2
0,118,12,45,0,3
63909,112,24,50,0,8
33190,106,18,95,0,2
43723,66,31,61,3,7
0,63,4,52,0,2
42600,115,10,78,0,3
87802,63,2,43,5,1
34087,235,12,49,0,6
18129,69,21,56,0,5
45431,116,23,81,0,2
0,71,10,44,0,2
95191,101,6,15,0,3
41671,136,15,30,0,2
53231,101,23,26,0,3
77299,66,11,71,0,1
93348,65,23,50,0,8
0,107,9,96,2,1
0,78,14,23,1,1
87210,81,3,26,0,9
0,73,33,8,0,2
62445,98,19,12,1,1
20009,87,31,86,1,2
0,67,20,55,1,2
57925,72,33,13,1,3
39910,112,16,4,0,5
83252,80,4,98,0,1
31723,62,23,53,0,2
0,112,15,29,3,7
72661,83,17,21,1,4
24711,62,15,11,0,6
0,69,5,85,1,2
0,67,15,91,3,1
84539,119,10,71,0,4
42677,96,5,20,0,3
0,72,8,54,0,2
0,76,8,77,0,2
51692,186,12,28,0,1
40858,184,10,62,0,1
37256,62,15,7,0,2
0,74,19,71,0,3
73054,106,34,36,1,2
20532,67,20,68,0,2
0,66,23,1,0,1
22946,76,18,72,0,8
22475,64,25,40,1,1
79440,117,11,19,0,8
0,74,2,51,0,1
0,108,10,42,0,6
70988,65,3,82,0,7
56536,67,10,63,0,1
45754,69,34,88,0,1
48278,74,22,7,0,4
22087,61,29,3,2,1
0,136,11,30,1,1
0,92,18,79,0,1
24400,62,13,25,0,1
0,110,0,66,0,7
0,66,30,34,0,1
13199,93,23,22,0,1
60607,83,2,82,0,1
0,68,15,52,0,2
74624,62,16,71,1,1
54311,90,20,41,0,2
0,68,6,95,0,5
19240,99,25,69,0,1
0,113,3,91,0,1
37899,187,9,11,0,5
76283,61,9,99,0,6
69674,62,14,18,1,2
57734,78,2,64,0,3
0,93,19,79,0,2
30763,111,28,19,0,2
0,70,25,30,0,1
0,72,6,66,0,5
52130,62,17,54,0,2
77041,74,11,61,0,1
81081,79,20,25,0,1
0,78,16,93,0,6
27383,188,33,25,0,1
20407,95,33,6,2,8
61067,64,20,0,1,3
0,94,11,21,0,9
23006,113,17,60,0,1
27734,65,12,86,0,1
48608,67,18,12,0,1
43947,61,33,43,4,2
23402,82,3,28,0,2
0,110,13,3,0,1
0,109,5,63,0,3
81872,115,10,55,0,2
63892,66,2,80,0,2
11822,70,10,89,0,1
0,83,2,62,0,1
94178,72,26,25,1,1
0,65,11,25,0,4
0,62,14,81,0,1
0,129,23,59,0,2
83761,111,1,34,0,5
58577,110,6,62,0,1
46573,94,26,62,0,1
49889,118,8,11,0,2
26376,121,7,19,0,2
34990,65,23,73,0,1
60642,133,34,68,0,5
18263,117,1,18,0,1
66550,107,5,0,1,2
56980,84,33,70,0,7
21206,136,12,9,0,2
0,85,12,37,0,2
48866,103,5,76,0,3
30525,115,24,35,0,3
25676,113,6,84,0,1
0,62,25,30,0,1
20228,101,3,43,1,2
0,67,26,88,3,3
67248,102,19,4,0,2
28928,87,23,7,1,1
11652,89,23,13,0,1
29136,118,16,72,0,9
67696,97,11,51,5,2
91775,108,9,35,0,1
31383,99,24,72,0,6
0,117,2,36,0,3
0,65,22,93,0,1
0,135,24,67,0,8
37273,88,10,87,0,1
26952,76,1,0,1,8
0,109,22,5,0,1
21853,86,10,2,0,5
27431,85,2,39,0,1
19614,85,21,32,0,2
0,139,5,56,0,2
77646,71,3,29,0,6
0,69,2,55,0,1
0,125,6,61,0,2
60884,77,10,56,0,4
81082,73,5,85,0,4
57483,82,4,59,0,2
0,91,35,12,1,1
40260,73,20,20,0,2
30004,112,12,42,0,5
62575,106,5,21,0,2
45270,70,11,63,0,2
24967,69,6,38,0,1
0,73,3,74,0,2
20269,66,14,79,0,3
34337,113,20,44,0,9
35830,118,4,50,1,1
55510,89,1,2,0,2
88360,185,2,73,0,1
0,73,17,15,0,3
17449,71,16,55,0,2
33190,106,18,95,0,2
43196,66,34,71,0,2
59216,64,0,66,2,7
23158,63,31,46,3,2
38651,98,12,83,0,1
74001,108,3,62,3,7
36032,70,11,39,0,2
16891,88,15,54,0,1
0,67,15,4,0,4
0,110,8,76,0,1
80590,76,26,4,0,3
58776,83,20,50,2,4
35482,129,21,59,0,3
25612,61,12,52,0,2
57016,119,31,86,0,3
25385,65,1,96,0,1
50516,62,34,95,0,1
0,199,10,17,0,1
29977,133,16,19,0,2
89384,285,27,70,0,4
54655,70,34,9,1,1
40516,70,9,75,0,1
26156,96,27,50,0,1
70047,71,6,37,0,1
26000,256,34,84,0,8
41878,71,5,15,0,8
86305,62,1,99,0,5
55483,70,26,46,0,3
37345,82,27,12,0,2
93405,79,0,78,0,1
99652,106,21,80,2,4
33901,84,11,19,1,2
0,99,5,68,1,1
0,77,33,86,0,1
39429,62,12,6,0,9
0,104,1,50,0,1
35832,65,1,44,0,7
88704,69,16,78,0,1
44051,67,21,81,0,3
0,74,22,3,0,1
0,110,11,59,0,2
79297,64,14,44,0,1
23617,189,0,47,0,1
23656,80,11,1,3,1
67780,92,0,72,0,3
26900,97,7,21,1,2
82664,114,24,10,3,9
94153,111,2,5,0,2
0,105,3,92,0,1
74487,88,8,86,0,3
33747,199,29,95,0,2
0,131,31,49,1,2
12762,86,10,14,0,1
93818,66,7,25,0,6
31650,121,25,17,0,2
43922,83,2,43,0,2
37229,67,9,36,0,2
36639,62,16,34,0,2
15520,66,21,16,0,1
77077,112,11,51,0,7
50296,65,26,62,1,2
23737,62,10,65,1,1
59624,117,23,44,0,3
58658,74,16,23,0,2
25542,70,21,47,0,2
51408,62,11,92,0,2
42259,81,1,15,0,3
78889,68,0,84,0,1
15406,124,7,40,0,3
53792,115,1,8,1,8
36349,117,13,49,3,1
41104,109,4,10,0,2
29098,115,21,19,0,4
0,93,10,63,0,1
0,63,4,52,0,2
72026,191,22,72,0,6
0,169,7,64,0,3
87615,94,35,63,0,3
0,68,13,52,0,2
0,82,5,16,0,2
48689,191,15,18,0,1
0,150,32,20,0,8
0,103,12,43,0,3
0,110,14,30,1,5
40675,81,30,15,2,5
25746,61,0,84,1,3
61687,67,13,17,0,3
31686,101,14,45,2,8
20920,74,19,14,0,4
22538,64,6,67,0,1
85483,67,8,15,0,2
70734,175,4,35,0,2
40639,67,21,77,0,2
90289,99,4,88,3,2
39547,202,11,21,0,2
0,87,4,4,3,1
54833,198,22,92,3,3
60546,63,21,71,0,1
33938,64,21,76,0,7
85586,77,11,55,0,1
89601,70,1,8,0,2
33799,74,8,47,1,3
0,100,13,25,1,1
30817,88,25,43,0,1
0,189,15,51,1,1
31056,63,5,46,0,1
65017,81,8,16,4,1
12180,113,17,62,0,3
0,64,19,72,0,1
0,102,35,48,0,2
87454,89,30,88,0,6
51001,99,13,49,1,3
58557,88,4,83,0,1
18665,66,9,13,0,2
21299,69,0,1,0,9
89781,66,7,89,0,5
0,83,23,11,0,1
0,122,27,2,0,1
0,68,11,81,3,1
22881,65,20,10,0,1
0,63,18,76,0,1
10860,66,30,91,0,1
0,131,12,26,0,2
0,116,24,90,0,9
62582,95,11,46,0,3
87473,95,28,7,0,8
92681,91,8,23,3,8
74916,62,8,34,4,2
58684,162,4,77,0,9
70973,114,6,24,1,3
0,93,34,32,0,9
21124,112,3,37,0,1
0,135,28,66,0,1
24030,194,14,0,0,1
21371,66,13,48,0,8
71186,67,11,14,0,6
0,124,29,9,0,1
25147,101,7,54,0,1
0,116,32,57,0,1
53988,64,10,17,0,1
38055,64,7,24,1,8
72859,61,6,5,0,9
67787,194,9,73,0,1
0,66,24,48,0,2
44280,62,25,3,0,1
0,78,10,5,0,1
59782,70,29,51,0,9
28215,65,15,26,0,3
0,66,6,71,2,1
49919,134,27,5,0,1
88294,108,0,50,0,6
55800,66,12,91,0,2
23665,67,19,50,0,2
32224,72,27,21,0,3
23860,114,25,57,1,3
27179,74,32,69,0,1
35705,65,19,45,0,1
0,143,13,28,0,1
0,99,15,85,0,2
74215,64,27,41,0,1
63977,118,10,78,0,1
22070,72,25,33,0,2
0,72,15,47,0,1
17576,71,29,70,0,1
13483,107,9,60,0,1
0,136,33,21,0,5
72297,87,17,37,2,2
60244,83,3,72,3,1
77237,102,6,84,0,1
0,129,15,73,0,1
0,68,13,93,0,1
25663,114,20,89,0,2
0,71,26,80,0,9
47589,109,35,44,1,7
0,112,6,73,0,1
97361,73,6,85,0,2
26441,71,16,28,0,5
0,128,12,9,0,2
29957,65,19,72,0,7
40082,69,6,18,0,2
97361,73,6,85,0,2
91763,113,22,64,0,3
48993,74,6,29,0,4
24031,109,0,72,0,7
63774,111,18,63,0,1
49078,97,10,3,0,2
28935,87,24,93,0,2
25927,103,6,20,0,1
52507,123,23,55,0,1
0,74,17,51,0,4
94137,65,16,27,0,2
69186,69,24,16,0,3
91071,94,21,25,2,3
85447,71,23,2,2,3
0,79,3,66,0,9
88858,93,2,60,0,2
21881,69,9,27,0,5
72669,74,29,39,0,1
68025,91,15,17,0,2
25370,102,10,77,0,2
26849,62,5,0,0,2
0,72,2,83,0,3
0,79,19,70,0,2
89948,110,17,53,1,2
0,63,14,45,0,3
0,126,12,4,0,2
97576,83,1,49,1,1
23120,93,5,87,0,1
97234,78,13,39,0,1
25572,65,0,30,0,3
35482,129,21,59,0,3
34614,114,6,9,0,3
59038,105,0,31,0,1
0,73,7,60,0,3
60021,99,12,28,0,1
47593,72,33,52,0,2
0,67,3,79,1,1
28001,83,15,42,0,5
30431,122,6,16,0,3
19834,64,26,8,4,8
30509,88,15,76,0,1
30503,63,32,57,3,5
73339,89,34,13,0,2
0,93,9,35,0,1
88067,70,19,59,0,1
26806,63,32,19,0,2
0,114,7,90,0,1
0,63,27,47,0,1
94903,94,3,38,0,1
42862,65,34,29,0,2
0,96,16,43,0,7
31157,100,23,49,0,2
44084,72,26,87,0,1
43579,77,12,17,0,8
0,92,27,50,0,7
0,65,30,59,2,3
88059,63,15,98,0,1
25772,64,13,52,0,1
72354,73,9,10,0,8
68009,110,1,2,0,2
12287,99,11,49,0,1
95025,81,15,12,0,8
54665,97,0,60,1,3
80129,66,6,70,0,1
69024,61,27,32,5,1
0,121,11,10,0,1
31365,115,1,12,0,7
27849,119,24,94,0,3
19245,84,5,61,1,2
46503,215,4,21,1,1
77912,76,5,40,0,1
37449,111,18,69,1,2
14973,115,2,75,0,2
46043,70,22,59,0,7
0,65,15,85,2,4
21604,79,14,28,0,1
19864,63,22,96,0,1
65876,63,1,52,1,1
24695,168,5,83,0,2
0,102,28,11,0,1
68658,77,7,60,0,8
88082,61,10,45,1,2
54751,114,6,50,0,3
34498,83,30,72,0,7
63597,114,10,31,2,1
27400,63,14,78,1,9
0,65,6,89,0,3
31409,100,14,39,0,1
0,64,1,7,0,7
73102,66,35,46,0,4
38072,113,10,36,1,3
95399,68,1,36,1,1
48521,105,9,89,0,7
45856,67,15,57,0,3
21542,97,13,21,0,1
22555,70,1,62,0,3
33832,67,22,47,1,9
28142,105,18,50,0,1
60188,84,15,49,3,4
11698,65,4,38,0,3
76850,72,8,84,0,1
78387,74,5,1,0,6
80757,128,9,14,0,2
23692,65,26,27,2,1
12902,139,3,51,0,1
23033,62,5,9,0,1
19280,72,4,39,0,6
18495,113,10,15,0,2
30825,68,15,21,0,1
25820,82,10,69,0,1
54105,73,22,15,2,2
69853,114,15,42,2,3
97017,115,33,60,1,1
24914,66,6,90,0,1
26806,63,32,19,0,2
25419,101,13,18,0,2
37876,69,13,15,0,1
36354,202,34,28,0,9
0,74,3,10,0,4
32403,71,31,47,0,9
51659,64,19,37,0,3
55805,99,16,30,0,2
29286,69,5,20,1,1
40740,198,19,60,0,2
70784,64,0,93,0,7
55419,72,31,45,0,9
61886,87,3,49,0,2
0,71,17,6,0,1
84240,132,10,51,0,1
0,65,3,91,2,2
54050,119,5,15,0,1
29958,90,8,77,0,1
23616,83,8,68,0,7
71391,67,29,39,0,2
33488,110,7,61,0,1
0,92,4,64,0,9
36900,61,21,28,3,2
28311,134,7,70,0,2
25075,86,0,25,0,3
57031,104,16,10,1,1
25998,71,16,38,0,2
0,69,4,69,0,9
21685,127,0,70,0,1
32818,93,17,39,0,8
39492,68,12,9,0,1
18495,113,10,15,0,2
21564,61,11,61,0,1
0,65,0,51,0,1
27835,81,18,46,0,3
64431,74,19,49,0,1
0,84,31,61,0,3
0,95,13,20,0,5
0,191,14,94,1,8
41463,74,2,78,0,2
0,68,35,52,0,1
0,110,20,62,0,1
37709,116,19,39,0,1
73049,139,3,42,0,2
58557,88,4,83,0,1
0,66,7,66,0,9
88944,72,24,36,0,1
26140,112,11,50,0,2
32906,115,18,17,0,1
50071,71,3,32,0,1
71982,103,29,37,0,4
58443,65,24,71,0,6
30735,63,4,43,0,7
18495,113,10,15,0,2
67436,61,6,28,0,4
52653,81,19,42,0,1
22886,65,9,81,0,3
0,73,3,33,0,2
38821,87,14,64,0,1
0,134,13,11,0,6
39075,89,22,50,0,1
16049,93,3,8,0,1
0,65,14,5,0,1
28383,81,11,20,0,1
29418,274,23,31,0,1
0,73,17,44,0,7
30604,131,35,76,2,3
91804,62,18,32,0,9
50446,74,28,50,4,2
87728,70,24,65,0,2
58729,68,2,67,2,1
0,89,16,59,0,1
0,67,22,0,1,2
21234,73,8,23,0,1
0,73,30,29,0,3
47823,108,26,71,0,1
84731,110,11,32,1,7
59974,65,23,5,0,1
67534,87,2,55,2,5
0,70,21,5,0,1
27782,103,20,54,0,1
67197,74,29,18,3,2
86451,65,0,99,0,3
56768,92,11,57,0,1
55593,61,13,52,0,3
0,95,22,59,0,2
66203,66,15,38,0,8
25806,110,20,43,0,5
22978,190,8,53,0,4
22081,84,1,9,0,6
96506,124,4,22,0,3
23235,82,32,46,0,3
40506,70,14,98,0,1
0,96,2,84,0,9
0,65,8,81,0,3
79955,71,10,5,0,6
62873,81,0,41,0,1
66947,78,13,12,0,6
25646,83,14,92,1,3
0,64,14,96,0,1
92766,71,17,15,0,2
0,79,21,53,1,7
84650,185,13,39,3,2
13050,102,1,77,0,6
56342,69,12,89,0,1
58781,106,31,37,0,2
0,68,0,45,0,1
0,102,17,77,0,2
0,102,35,48,0,2
