,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2230,2011-02-23,22697,186,35,39,1,8,892.8
2231,2011-02-02,70174,64,18,80,0,7,128.90032
2232,2011-02-18,85378,107,7,4,0,2,513.6
2233,2011-02-20,31477,94,22,77,0,3,146.950756
2234,2011-01-07,66429,136,35,93,0,1,57.712985
2235,2011-02-19,0,90,15,55,0,3,900.242038
2236,2011-02-06,0,65,29,32,0,3,655.489027
2237,2011-01-30,0,172,23,6,0,1,141.460349
2238,2011-01-19,74217,100,35,3,0,6,418.005524
2239,2011-02-01,46298,88,11,82,3,4,128.292466
2240,2011-02-26,0,135,0,86,0,1,648.0
2241,2011-02-14,43860,65,15,58,0,1,156.124914
2242,2011-02-23,0,69,11,5,0,2,331.2
2243,2011-02-18,48029,61,7,52,0,9,292.8
2244,2011-02-02,86830,123,18,5,0,3,480.533246
2245,2011-01-06,0,77,29,21,0,2,509.100577
2246,2011-02-21,40706,71,30,96,0,1,166.123172
2247,2011-01-30,69231,65,19,7,0,9,193.243084
2248,2011-01-26,0,132,13,33,0,2,950.4
2249,2011-01-24,0,105,5,87,0,3,756.0
2250,2011-01-07,16171,74,8,36,0,4,311.004168
2251,2011-02-03,51397,61,20,61,0,1,292.8
2252,2011-01-10,83879,69,3,66,0,2,212.148485
2253,2011-02-03,63267,92,22,31,0,8,530.340202
2254,2011-01-03,44712,82,19,14,2,8,537.78416
2255,2011-01-19,59311,69,8,38,0,9,14.812808
2256,2011-02-07,81957,86,23,76,0,4,433.426544
2257,2011-01-03,59601,67,28,2,0,6,321.6
2258,2011-02-22,71034,103,26,15,0,3,494.4
2259,2011-02-26,13103,72,21,32,0,7,458.003651
2260,2011-01-05,20978,98,19,96,1,1,1176.2788
2261,2011-02-10,46503,215,4,21,1,1,1032.0
2262,2011-02-13,61064,113,32,77,0,1,539.774172
2263,2011-02-08,17572,110,0,35,0,1,639.769748
2264,2011-02-25,99823,116,2,64,0,2,250.183388
2265,2011-02-27,17453,118,12,70,1,9,566.4
2266,2011-01-31,55663,166,19,63,0,1,194.739777
2267,2011-02-18,73196,66,0,93,1,1,85.809817
2268,2011-01-29,58577,110,6,62,0,1,303.872752
2269,2011-01-15,88055,71,11,37,0,6,337.727542
2270,2011-02-14,0,80,17,96,0,5,384.0
2271,2011-02-21,80892,110,15,76,0,1,528.0
2272,2011-01-14,34990,65,23,73,0,1,42.689135
2273,2011-01-29,37124,72,4,17,0,1,430.518791
2274,2011-01-19,22236,62,3,45,0,4,409.425049
2275,2011-02-03,97131,64,5,80,0,6,307.2
2276,2011-01-09,67760,74,19,19,0,3,465.278453
2277,2011-01-09,0,69,13,74,0,1,97.691104
2278,2011-02-25,0,62,6,44,1,2,307.649586
2279,2011-02-04,37473,70,0,92,0,3,336.0
2280,2011-02-12,32314,68,17,77,0,2,326.4
2281,2011-02-23,49214,102,0,82,3,2,371.322406
2282,2011-02-24,49851,69,27,85,1,2,331.2
2283,2011-01-12,27951,91,32,4,0,2,436.8
2284,2011-01-27,0,95,13,20,0,5,456.0
2285,2011-01-26,56410,117,13,73,0,3,523.99823
2286,2011-02-19,22497,212,15,71,0,7,1017.6
2287,2011-02-13,61347,106,27,66,0,2,604.237801
2288,2011-02-04,37803,74,26,51,0,1,355.2
2289,2011-02-28,91276,105,14,4,0,4,504.0
2290,2011-02-22,30816,87,10,43,0,4,237.57033
2291,2011-02-11,41968,67,11,96,0,1,183.207703
2292,2011-02-25,35754,199,21,54,0,3,612.973779
2293,2011-02-20,36706,71,4,45,0,1,435.606086
2294,2011-01-29,48258,249,12,86,0,2,1195.2
2295,2011-01-10,52965,134,6,77,3,4,83.815183
2296,2011-01-24,0,84,25,44,0,1,604.8
2297,2011-02-02,0,65,8,5,0,1,455.644704
2298,2011-01-09,62634,116,10,89,0,2,122.017931
2299,2011-02-28,96917,61,24,2,0,2,71.942176
2300,2011-02-14,76157,116,15,80,0,1,556.8
2301,2011-01-05,53219,117,24,36,0,1,561.6
2302,2011-01-29,81412,109,1,29,0,1,344.294164
2303,2011-02-18,59744,105,1,79,0,2,476.486416
2304,2011-01-19,38898,117,26,68,0,3,561.6
2305,2011-01-24,0,94,19,98,2,4,17.938979
2306,2011-02-16,99961,66,6,54,2,1,316.8
2307,2011-01-01,30886,91,7,53,0,4,103.424766
2308,2011-02-04,35984,128,7,68,3,1,275.577631
2309,2011-01-13,0,125,27,97,4,1,539.5622
2310,2011-01-19,0,181,13,16,0,1,1303.2
2311,2011-01-29,0,139,4,35,0,2,667.2
2312,2011-01-16,60244,83,3,72,3,1,326.281835
2313,2011-02-06,0,72,8,61,0,2,518.4
2314,2011-02-12,37553,187,34,7,0,2,897.6
2315,2011-02-25,0,73,24,47,0,3,525.6
2316,2011-02-16,60475,107,9,18,0,1,513.6
2317,2011-02-27,0,111,3,59,0,9,672.91665
2318,2011-02-21,0,136,7,61,2,3,979.2
2319,2011-01-04,25545,69,19,49,0,9,331.2
2320,2011-01-23,24182,66,12,32,0,1,316.8
2321,2011-01-14,80979,84,32,27,2,3,25.961213
2322,2011-01-14,0,62,8,20,0,7,446.4
2323,2011-02-04,0,74,20,3,0,2,47.502366
2324,2011-02-01,29250,64,27,30,0,1,308.240792
2325,2011-02-14,33566,63,25,56,1,4,205.043307
2326,2011-01-11,65247,72,14,55,0,1,381.238176
2327,2011-01-31,39650,86,18,8,0,6,922.335972
2328,2011-02-19,0,101,1,83,4,1,960.115399
2329,2011-01-16,82680,68,8,86,0,2,326.4
2330,2011-01-05,0,111,30,86,0,3,799.2
2331,2011-01-24,0,129,15,42,0,3,619.2
2332,2011-02-07,0,69,17,60,0,2,460.741097
2333,2011-01-29,0,61,9,16,1,1,439.2
2334,2011-02-21,86834,64,2,93,0,8,0.099007
2335,2011-02-02,46143,122,15,85,0,1,223.028356
2336,2011-02-12,21275,240,3,58,0,2,1152.0
2337,2011-01-30,47746,106,9,4,0,1,246.696768
2338,2011-01-17,51675,196,11,86,0,5,940.8
2339,2011-01-14,85522,64,1,56,0,3,165.002742
2340,2011-01-26,0,63,3,35,4,4,753.22565
2341,2011-01-27,0,84,17,5,0,2,633.294203
2342,2011-02-14,55632,123,35,98,0,7,478.609999
2343,2011-01-29,0,93,24,25,0,2,669.6
2344,2011-02-19,0,78,32,37,0,5,374.4
2345,2011-01-12,69152,89,8,83,4,1,221.359492
2346,2011-02-05,13476,67,3,30,2,2,433.588181
2347,2011-02-24,0,105,2,84,0,5,914.538629
2348,2011-02-16,33252,71,20,4,0,1,407.668083
2349,2011-01-16,0,102,16,1,1,1,734.4
2350,2011-01-15,59456,189,11,7,0,8,907.2
2351,2011-01-10,88989,63,19,28,1,3,232.745161
2352,2011-02-08,0,107,17,39,0,5,513.6
2353,2011-01-24,17034,113,11,40,0,6,542.4
2354,2011-02-11,88435,62,16,61,0,1,136.263492
2355,2011-01-22,71445,70,6,95,2,1,336.0
2356,2011-02-07,72149,101,18,43,0,6,69.310166
2357,2011-01-03,23376,78,19,18,0,1,374.4
2358,2011-02-28,44788,61,6,48,0,2,386.031248
2359,2011-01-28,69379,103,14,79,0,1,494.4
2360,2011-02-18,38521,134,15,71,0,1,557.184015
2361,2011-01-03,34482,67,4,6,0,2,83.830109
2362,2011-02-14,0,68,35,35,0,1,487.345606
2363,2011-01-28,37256,62,15,7,0,2,128.969729
2364,2011-01-07,77311,181,18,36,0,2,113.609508
2365,2011-02-05,39268,66,30,96,1,9,188.870427
2366,2011-02-03,59644,79,15,94,0,1,379.2
2367,2011-01-06,0,68,2,33,0,2,326.4
2368,2011-01-03,23376,78,19,18,0,1,374.4
2369,2011-01-05,50854,73,15,72,0,2,101.489422
2370,2011-01-25,35158,76,14,27,0,2,165.958605
2371,2011-01-04,15413,106,4,67,0,1,508.8
2372,2011-01-17,17860,99,16,0,2,1,656.122925
2373,2011-02-13,16181,181,22,79,0,8,1261.319869
2374,2011-02-12,91182,96,8,90,0,1,249.140907
2375,2011-01-16,41154,72,6,7,1,8,345.6
2376,2011-01-24,18746,68,21,93,0,1,326.4
2377,2011-01-19,70277,80,23,4,0,1,84.818806
2378,2011-01-24,0,66,23,38,0,4,668.158687
2379,2011-01-25,24919,84,21,2,1,5,420.420755
2380,2011-02-27,0,79,22,82,0,2,335.234102
2381,2011-02-24,0,96,31,34,0,1,460.8
2382,2011-02-03,46370,68,28,86,1,1,326.4
2383,2011-02-03,89918,115,14,42,0,2,423.116739
2384,2011-02-17,37138,85,4,13,0,1,612.0
2385,2011-02-04,19683,117,17,41,1,9,561.6
2386,2011-02-07,32214,100,5,6,0,2,296.560998
2387,2011-02-11,26472,74,22,31,0,1,355.2
2388,2011-01-12,39841,72,9,40,0,5,440.128707
2389,2011-01-25,51085,62,4,58,1,1,406.902001
2390,2011-02-02,61006,74,6,99,0,9,73.919629
2391,2011-02-23,34148,109,27,30,0,2,451.566751
2392,2011-01-15,95697,61,16,55,0,1,114.273025
2393,2011-02-14,75685,73,35,47,0,1,369.918482
2394,2011-01-30,20870,72,20,90,0,2,345.6
2395,2011-02-09,66900,68,15,20,0,1,326.4
2396,2011-01-20,0,106,22,51,1,8,508.8
2397,2011-02-01,37043,68,25,89,3,1,30.984936
2398,2011-01-19,42837,106,15,39,0,1,290.580543
2399,2011-02-27,33305,62,3,12,0,5,353.77899
2400,2011-02-18,0,103,8,35,0,1,558.281543
2401,2011-02-04,24823,69,23,66,0,1,229.279059
2402,2011-02-03,98192,84,2,64,1,2,403.2
2403,2011-01-16,88249,108,9,71,0,2,244.803741
2404,2011-01-10,54585,71,33,39,1,3,340.8
2405,2011-01-25,39770,117,11,37,0,3,561.6
2406,2011-02-08,85367,85,27,20,0,1,67.975243
2407,2011-02-06,74809,61,7,35,0,3,283.787384
2408,2011-02-06,50144,114,0,35,0,2,786.934186
2409,2011-01-03,20075,79,7,2,1,1,483.731784
2410,2011-02-13,76448,63,9,13,0,3,302.4
2411,2011-01-22,59556,113,11,86,0,1,681.505066
2412,2011-02-09,14174,72,1,62,0,8,345.6
2413,2011-01-08,35230,61,27,2,1,2,16.214764
2414,2011-01-22,0,91,33,38,0,2,436.8
2415,2011-02-08,0,73,18,45,0,5,350.4
2416,2011-01-09,0,114,2,45,0,7,547.2
2417,2011-01-30,51352,66,21,87,3,2,95.661376
2418,2011-01-18,76675,72,5,38,0,9,141.718568
2419,2011-02-19,0,68,6,94,0,2,326.4
2420,2011-01-20,0,72,27,21,2,2,297.419028
2421,2011-01-24,94242,71,35,7,1,2,41.229484
2422,2011-01-07,0,113,4,92,0,2,217.92632
2423,2011-01-04,71153,122,1,94,0,1,209.019238
2424,2011-02-26,63326,225,5,99,0,1,1080.0
2425,2011-01-29,29629,71,21,51,4,5,228.443418
2426,2011-01-01,0,69,0,32,0,7,599.152722
2427,2011-02-23,23726,74,1,83,0,9,355.2
2428,2011-02-19,48999,86,6,65,3,2,412.8
2429,2011-01-10,13037,124,28,49,0,1,839.348464
2430,2011-01-30,24245,63,0,22,0,2,302.4
2431,2011-02-21,44047,137,12,38,0,1,969.232217
2432,2011-01-22,91942,117,34,61,0,3,561.6
2433,2011-02-27,37640,67,25,74,0,4,174.046849
2434,2011-02-12,77058,63,16,42,0,2,119.331041
2435,2011-02-12,0,73,29,38,0,1,525.6
2436,2011-01-12,63755,62,28,40,0,2,291.860708
2437,2011-01-08,37384,99,9,17,0,1,475.2
2438,2011-02-28,42557,65,4,35,0,1,57.562324
2439,2011-01-02,45473,76,10,29,0,2,188.938397
2440,2011-02-04,10743,70,12,64,2,8,336.0
2441,2011-01-11,0,113,5,90,0,2,813.6
2442,2011-02-19,0,61,16,29,0,1,283.881697
2443,2011-02-07,0,64,27,32,3,5,575.890362
2444,2011-01-18,75644,65,5,68,3,9,467.803638
2445,2011-02-14,63455,61,26,71,0,1,287.654819
2446,2011-01-31,73782,76,11,97,0,1,111.622054
2447,2011-02-02,80590,71,4,19,0,1,134.158389
2448,2011-01-07,59797,127,4,50,0,2,609.6
2449,2011-02-03,48567,130,12,15,0,1,624.0
2450,2011-01-18,62470,66,34,84,0,4,243.766542
2451,2011-02-26,57338,66,9,85,0,3,316.8
2452,2011-01-16,63288,199,12,92,0,5,558.433218
2453,2011-01-29,55281,192,22,68,1,1,921.6
2454,2011-02-17,22985,77,4,65,0,1,458.056054
2455,2011-01-08,39608,78,14,15,1,7,22.961216
2456,2011-02-10,99189,117,27,27,0,3,75.302707
2457,2011-01-05,0,112,27,46,0,4,574.102379
2458,2011-01-31,0,92,7,89,0,2,514.360634
2459,2011-02-12,58089,118,31,83,0,1,566.4
2460,2011-02-21,81350,110,1,28,0,9,228.185834
2461,2011-01-20,0,65,2,73,0,8,731.289267
2462,2011-01-25,43704,201,29,67,0,2,1064.482165
2463,2011-01-22,75497,100,5,72,0,3,71.773341
2464,2011-02-22,40372,85,15,17,0,4,76.975713
2465,2011-01-14,17489,85,31,28,0,1,587.689075
2466,2011-02-03,86277,74,19,33,0,3,212.039619
2467,2011-02-15,0,63,3,5,0,6,453.6
2468,2011-01-05,0,74,14,38,0,2,355.2
2469,2011-01-11,49078,97,10,3,0,2,484.013411
2470,2011-01-06,81082,73,5,85,0,4,281.295903
2471,2011-02-06,0,116,20,9,2,6,835.2
2472,2011-02-24,40635,102,4,45,0,6,489.6
2473,2011-01-12,26351,119,14,87,0,7,571.2
2474,2011-01-28,0,80,15,83,0,1,824.487259
2475,2011-01-11,42836,89,32,99,0,1,244.580023
2476,2011-02-27,40175,102,34,78,1,1,154.721555
2477,2011-01-05,62873,81,0,41,0,1,207.75186
2478,2011-02-04,0,74,24,98,0,5,588.936956
2479,2011-02-08,50985,71,7,31,0,1,307.68931
2480,2011-02-28,0,116,6,28,0,2,835.2
2481,2011-01-06,42803,245,21,56,0,2,889.288242
2482,2011-01-18,0,69,34,13,1,1,624.980751
2483,2011-02-26,35970,98,29,81,0,1,470.4
2484,2011-01-26,44537,106,13,42,0,1,441.907057
2485,2011-02-23,13528,86,21,35,0,3,412.8
2486,2011-01-24,14030,72,11,3,0,1,345.6
2487,2011-02-16,0,64,0,56,0,3,492.644465
2488,2011-01-11,33190,106,18,95,0,2,508.8
2489,2011-01-29,0,100,1,25,0,4,61.580247
2490,2011-01-03,21033,118,5,22,0,8,738.975495
2491,2011-01-08,26285,84,7,1,0,1,403.2
2492,2011-02-14,0,74,29,52,0,8,65.953005
2493,2011-01-06,73245,68,33,48,0,2,305.121363
2494,2011-02-13,0,119,5,31,0,3,244.816163
2495,2011-02-24,0,61,32,42,0,3,616.279356
2496,2011-01-17,74365,193,11,85,0,1,926.4
2497,2011-02-07,30821,97,27,59,0,1,451.319227
2498,2011-01-02,69844,68,5,9,0,1,184.379697
2499,2011-01-30,0,124,15,86,0,8,595.2
2500,2011-01-02,55836,73,8,87,0,7,314.936185
2501,2011-02-10,40352,77,31,33,0,3,406.367233
2502,2011-01-31,14985,116,12,45,0,1,571.319514
2503,2011-01-15,27458,131,18,62,1,3,730.373515
2504,2011-02-26,56343,295,11,69,0,2,1612.962321
2505,2011-01-01,12780,111,17,53,2,6,225.437098
2506,2011-01-22,68558,131,16,11,0,1,280.903779
2507,2011-02-22,47747,111,31,76,0,1,165.588524
2508,2011-01-23,16113,81,27,19,0,2,494.890996
2509,2011-01-03,0,79,6,55,0,1,379.2
2510,2011-01-07,39626,69,23,0,0,3,485.705851
2511,2011-02-17,49304,65,28,48,0,1,312.0
2512,2011-01-05,27972,61,7,38,0,1,292.8
2513,2011-02-03,27568,68,0,62,0,3,278.689331
2514,2011-01-15,25905,63,21,12,0,1,302.4
2515,2011-01-03,21442,108,16,83,0,2,518.4
2516,2011-01-14,34516,113,12,70,3,1,42.950852
2517,2011-02-08,0,68,11,90,0,4,342.468248
2518,2011-02-01,28354,118,33,20,0,1,320.327775
2519,2011-01-21,0,72,22,58,0,5,345.6
2520,2011-01-26,37722,116,8,23,0,8,158.077504
2521,2011-01-25,32021,70,12,58,0,2,336.0
2522,2011-02-24,13393,73,31,11,0,1,34.708194
2523,2011-02-05,13624,117,4,11,0,2,561.6
2524,2011-01-19,27800,67,9,78,0,1,321.6
2525,2011-02-04,58419,191,29,6,0,1,202.468807
2526,2011-02-08,50407,92,30,67,0,2,352.060768
2527,2011-02-05,0,84,0,76,0,4,856.347474
2528,2011-01-24,77603,114,10,83,0,8,547.2
2529,2011-01-23,75606,119,6,97,0,7,571.2
2530,2011-02-19,41458,98,6,67,0,3,191.100227
2531,2011-01-20,0,74,6,61,0,1,420.765993
2532,2011-02-25,0,82,13,87,0,7,445.001296
2533,2011-01-01,70619,187,2,84,0,3,293.948632
2534,2011-01-10,41273,77,16,19,0,1,221.226696
2535,2011-01-06,46946,70,10,37,0,9,336.0
2536,2011-02-13,0,113,10,97,0,9,542.4
2537,2011-01-14,99180,106,15,20,0,3,33.751887
2538,2011-02-24,55350,67,0,13,0,9,321.6
2539,2011-01-10,28215,65,15,26,0,3,468.0
2540,2011-01-30,75425,116,25,88,1,2,663.643801
2541,2011-01-25,63583,83,15,8,0,1,167.39959
2542,2011-01-12,0,66,27,28,0,3,475.2
2543,2011-01-27,37995,139,16,50,0,1,667.2
2544,2011-01-23,37125,63,29,78,0,1,290.911693
2545,2011-01-29,53357,73,4,77,0,1,55.320014
2546,2011-01-23,70140,199,25,15,0,7,955.2
2547,2011-01-16,52380,186,27,76,2,1,892.8
2548,2011-01-29,79292,67,18,58,0,1,55.394702
2549,2011-01-12,0,92,31,24,1,1,774.892461
2550,2011-01-25,0,123,14,97,0,1,1480.336748
2551,2011-01-01,75425,123,3,49,0,6,823.798803
2552,2011-01-23,20992,64,21,73,0,1,307.2
2553,2011-01-28,57428,85,34,40,1,1,414.649796
2554,2011-02-18,92606,109,26,75,0,3,287.437831
2555,2011-01-31,86001,109,4,27,1,1,523.2
2556,2011-01-19,79751,63,15,67,0,1,392.235698
2557,2011-02-09,68654,71,32,21,2,9,208.048487
2558,2011-02-17,0,61,7,71,3,9,208.892861
2559,2011-01-26,92629,72,22,1,3,1,60.845685
2560,2011-01-12,54094,112,9,51,0,4,502.994931
2561,2011-02-02,95419,70,6,61,3,2,336.0
2562,2011-01-15,66466,71,20,35,0,2,293.016168
2563,2011-01-01,68131,130,22,27,0,1,226.607648
2564,2011-01-12,56481,106,7,17,0,3,273.250112
2565,2011-02-10,70082,119,17,23,0,1,571.2
2566,2011-02-08,51437,115,35,30,0,2,244.086665
2567,2011-01-26,0,73,6,97,0,9,525.6
2568,2011-02-10,27972,90,13,7,0,8,240.318607
2569,2011-02-11,24930,76,7,16,0,2,364.8
2570,2011-02-06,26245,110,6,43,0,1,44.284642
2571,2011-02-05,57883,69,4,0,0,9,431.847824
2572,2011-01-05,0,64,20,4,0,1,483.25721
2573,2011-01-17,58828,68,13,98,0,1,446.751243
2574,2011-01-10,51906,73,29,78,0,1,374.864662
2575,2011-01-31,28095,82,18,2,0,8,393.6
2576,2011-02-16,88723,74,12,94,0,8,355.2
2577,2011-01-16,53078,79,29,81,2,8,200.97608
2578,2011-01-30,88895,106,0,87,0,8,209.863509
2579,2011-01-08,60078,127,23,60,0,3,140.819942
2580,2011-02-27,0,67,26,4,0,3,321.6
2581,2011-02-08,45820,71,4,89,0,8,249.742856
2582,2011-02-14,0,73,12,84,0,1,677.970934
2583,2011-01-19,12439,115,22,78,0,2,552.0
2584,2011-01-27,25998,71,16,38,0,2,791.878042
2585,2011-01-31,98451,62,19,57,0,3,316.546868
2586,2011-01-11,23803,72,11,90,0,1,410.548521
2587,2011-02-14,0,124,12,58,0,2,595.2
2588,2011-01-13,26100,67,6,29,0,1,482.4
2589,2011-01-16,0,73,8,63,0,1,376.923839
2590,2011-02-05,0,67,10,38,0,9,315.215329
2591,2011-02-03,65252,78,27,75,0,9,482.48791
2592,2011-02-03,48567,130,12,15,0,1,624.0
2593,2011-01-21,34337,113,20,44,0,9,542.4
2594,2011-01-01,20394,115,28,84,0,1,508.614758
2595,2011-02-25,0,76,20,17,0,6,784.611446
2596,2011-01-18,0,61,17,1,1,7,292.8
2597,2011-02-02,31617,62,17,29,1,1,244.269407
2598,2011-01-16,0,62,31,30,1,2,297.6
2599,2011-01-07,21104,66,34,74,0,1,118.454974
2600,2011-01-14,37748,181,21,22,2,2,868.8
2601,2011-01-18,0,96,19,30,0,1,438.661509
2602,2011-01-07,25023,82,31,38,0,2,397.139856
2603,2011-02-24,0,62,22,57,0,9,271.164139
2604,2011-01-13,14108,109,27,88,0,1,523.2
2605,2011-01-26,23923,82,29,61,1,2,393.6
2606,2011-02-17,0,67,1,19,0,1,321.6
2607,2011-02-20,22705,239,19,59,0,7,1294.700423
2608,2011-01-25,0,89,10,83,0,1,427.2
2609,2011-01-03,0,69,31,89,0,5,506.92275
2610,2011-02-05,50825,102,3,46,0,3,369.614729
2611,2011-02-22,14616,106,16,23,0,1,575.260213
2612,2011-01-17,0,69,5,74,0,1,272.381465
2613,2011-02-12,29504,125,16,29,0,9,1224.56345
2614,2011-02-06,58789,111,4,69,0,3,215.438825
2615,2011-01-18,29491,61,26,62,0,2,292.8
2616,2011-01-19,78077,107,11,47,2,6,438.069458
2617,2011-01-18,0,96,2,53,0,1,799.251165
2618,2011-01-13,76558,74,2,45,0,2,216.980413
2619,2011-02-05,78618,66,7,56,0,1,225.578841
2620,2011-01-21,82664,114,24,10,3,9,133.425609
2621,2011-01-16,23053,132,5,97,0,8,780.941649
2622,2011-01-05,50250,117,3,93,0,1,561.6
2623,2011-02-03,32169,199,0,74,0,1,785.82348
2624,2011-02-15,0,80,28,97,0,1,286.115778
2625,2011-01-06,99069,66,7,28,0,2,77.442722
2626,2011-01-05,20978,98,19,96,1,1,1176.2788
2627,2011-02-02,17576,71,29,70,0,1,398.502948
2628,2011-01-22,42297,71,29,62,0,1,200.38673
2629,2011-01-21,0,115,0,3,0,3,824.597262
2630,2011-01-05,0,63,21,23,0,7,151.231247
2631,2011-01-11,0,110,22,72,0,9,161.092415
2632,2011-01-14,48990,74,3,20,0,2,355.2
2633,2011-02-28,16916,64,31,31,0,2,377.512951
2634,2011-02-25,18375,103,8,50,0,1,535.080276
2635,2011-01-17,17150,65,28,19,0,2,689.800891
2636,2011-01-12,23815,73,4,47,0,2,424.330166
2637,2011-01-19,21947,118,30,76,0,9,566.4
2638,2011-01-20,0,97,4,11,0,4,863.219668
2639,2011-01-21,89451,63,11,2,0,1,61.769564
2640,2011-02-10,79325,68,4,31,0,4,251.294821
2641,2011-02-26,88454,101,8,89,0,1,308.749796
2642,2011-01-10,0,87,2,41,0,3,417.6
2643,2011-02-04,20943,69,0,86,0,1,240.00056
2644,2011-02-07,51972,66,19,22,0,2,316.8
2645,2011-01-16,54408,79,29,17,0,4,288.329793
2646,2011-01-20,23751,82,4,9,1,7,586.921708
2647,2011-02-11,37612,64,0,32,0,1,307.2
2648,2011-02-28,91603,69,4,92,2,3,472.67262
2649,2011-01-10,0,62,12,53,0,3,639.758314
2650,2011-01-08,16450,128,6,81,0,1,871.484565
2651,2011-02-24,50864,83,18,86,1,4,158.362972
2652,2011-02-16,74560,110,31,20,0,2,528.0
2653,2011-02-24,62488,62,35,47,2,1,200.689331
2654,2011-02-14,55837,117,16,35,0,9,741.867506
2655,2011-02-28,0,66,12,71,0,1,475.2
2656,2011-01-06,97742,67,33,57,0,5,67.648392
2657,2011-01-24,0,69,13,75,0,1,496.8
2658,2011-01-02,64125,108,3,44,0,3,369.818708
2659,2011-01-06,0,62,22,39,0,6,446.4
2660,2011-01-20,70412,61,27,12,0,3,136.291083
2661,2011-01-20,0,70,13,8,0,3,336.0
2662,2011-01-26,66267,111,23,95,0,3,1093.708851
2663,2011-01-21,0,82,14,23,0,6,863.935307
2664,2011-01-12,40882,89,6,17,0,2,393.637436
2665,2011-01-20,34498,83,30,72,0,7,398.4
2666,2011-01-30,0,74,0,52,0,1,355.2
2667,2011-02-20,23228,64,4,0,1,6,307.2
2668,2011-02-26,40864,109,16,70,1,1,166.937747
2669,2011-01-11,46133,73,7,78,0,5,19.626306
2670,2011-02-09,46900,66,13,59,0,1,316.8
2671,2011-02-11,0,92,1,17,0,6,441.6
2672,2011-02-10,53390,64,13,41,0,5,278.999409
2673,2011-01-25,99185,115,8,19,0,3,449.428182
2674,2011-01-10,62815,80,14,84,0,1,47.061469
2675,2011-02-28,26277,61,17,30,0,4,292.8
2676,2011-01-16,41854,110,17,44,0,8,481.269644
2677,2011-02-04,0,86,4,56,0,8,412.8
2678,2011-01-14,66627,85,32,55,0,8,733.21126
2679,2011-02-28,12131,64,32,60,1,1,251.44949
2680,2011-02-03,0,110,4,61,0,1,528.0
2681,2011-01-01,0,90,4,18,0,5,648.0
2682,2011-02-10,33317,72,18,31,1,3,345.6
2683,2011-02-22,68931,66,32,30,0,7,309.577946
2684,2011-02-26,0,67,6,60,1,1,321.6
2685,2011-01-05,19189,108,21,9,0,3,518.4
2686,2011-01-20,49390,195,31,15,0,1,738.05105
2687,2011-02-06,33124,67,35,7,0,1,80.119997
2688,2011-01-31,40516,70,21,31,0,1,137.168874
2689,2011-01-02,0,112,12,93,0,3,537.6
2690,2011-01-06,34615,87,6,73,0,7,417.6
2691,2011-02-07,29894,72,9,69,4,3,16.510134
2692,2011-02-07,0,79,32,2,0,3,379.2
2693,2011-01-30,0,84,32,96,0,4,847.490817
2694,2011-02-22,86732,180,0,95,0,1,204.373113
2695,2011-01-21,68516,216,17,0,0,1,95.693949
2696,2011-01-10,31562,115,14,6,0,3,552.0
2697,2011-01-10,0,74,33,92,0,4,582.420512
2698,2011-01-05,24477,79,15,32,0,3,379.2
2699,2011-01-31,0,100,31,80,0,1,480.0
2700,2011-02-24,20046,87,15,59,0,3,417.6
2701,2011-01-12,78152,114,18,35,0,1,547.2
2702,2011-01-14,0,65,7,47,0,2,733.522405
2703,2011-01-07,36067,117,30,78,0,3,561.6
2704,2011-02-15,44362,66,15,75,0,2,142.113373
2705,2011-01-06,77350,66,11,4,0,1,316.8
2706,2011-01-29,86641,71,17,79,0,6,161.752532
2707,2011-01-27,72258,105,8,50,0,4,12.497538
2708,2011-01-03,70737,114,25,12,0,4,741.655597
2709,2011-02-16,0,159,19,75,0,2,1410.16929
2710,2011-01-10,0,125,7,99,0,3,988.535078
2711,2011-01-24,0,81,10,80,3,3,388.8
2712,2011-01-09,17672,110,28,16,0,1,792.0
2713,2011-01-14,0,173,24,21,0,2,1245.6
2714,2011-01-22,47297,115,10,46,4,4,796.130111
2715,2011-01-09,57240,83,18,79,0,7,83.652384
2716,2011-01-22,28181,109,32,41,0,3,523.2
2717,2011-01-26,31275,66,26,0,0,3,316.8
2718,2011-02-17,0,182,24,45,0,1,1310.4
2719,2011-02-28,63774,111,18,63,0,1,60.036683
2720,2011-01-05,78441,103,6,73,0,2,613.866905
2721,2011-01-31,0,104,19,65,2,1,499.2
2722,2011-01-23,0,76,0,91,0,2,364.8
2723,2011-02-12,0,117,0,65,0,4,511.422666
2724,2011-02-01,91423,109,3,71,1,5,435.796252
2725,2011-02-26,86933,63,3,64,0,1,269.563038
2726,2011-02-02,65255,72,3,65,2,3,321.457124
2727,2011-02-07,41533,65,2,46,0,9,232.879766
2728,2011-01-16,50097,71,25,81,0,5,17.484679
2729,2011-02-28,73858,72,8,59,3,1,422.59237
2730,2011-02-22,94943,69,3,22,0,1,387.545055
2731,2011-02-21,72685,68,20,97,5,1,14.464783
2732,2011-01-23,60184,199,7,44,1,1,161.61574
2733,2011-02-13,0,106,29,38,0,1,763.2
2734,2011-01-08,74045,64,23,83,0,1,307.2
2735,2011-02-11,52564,122,33,28,0,2,42.131925
2736,2011-01-06,19098,87,35,3,0,1,417.6
2737,2011-01-25,78784,80,33,72,0,1,239.964694
